Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Http Request /fr/marketplace?p_auth=4qwCtez8&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,1509,1527,1553,1679,1679,1362,1679,0.000%,.00024,0.03,0.00
Http Request /fr/marketplace/-/mp/application/116738420,7,532,519,531,610,610,515,610,100.000%,.00024,0.00,0.00
Http Request /fr/marketplace/-/mp/application/21793045,7,517,518,520,521,521,512,521,100.000%,.00024,0.00,0.00
Http Request /fr/marketplace/-/mp/application/28884606,7,513,512,516,522,522,508,522,100.000%,.00024,0.00,0.00
Http Request /fr/marketplace/-/mp/application/49321515,7,516,510,521,541,541,507,541,100.000%,.00024,0.00,0.00
Http Request /fr/resource?title=airbus,7,1135,1130,1159,1167,1167,1114,1167,0.000%,.00024,0.06,0.00
Http Request /fr/resource?title=societe-generale,7,1169,1157,1207,1301,1301,1119,1301,0.000%,.00024,0.06,0.00
Http Request /fr/resources/l/content-management-system,7,1132,1088,1132,1364,1364,1081,1364,0.000%,.00024,0.06,0.00
Http Request /fr/services/certification,7,1328,1323,1372,1436,1436,1248,1436,0.000%,.00024,0.05,0.00
Http Request /fr/services/training/topics/front-end-developer,7,1538,1515,1711,1831,1831,1310,1831,0.000%,.00024,0.07,0.00
Http Request /fr/sign-in?p_p_id=58&p_p_lifecycle=0,7,936,932,946,1023,1023,900,1023,100.000%,.00024,0.06,0.00
Http Request /fr/sign-in?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_redirect=/c/portal/register_liferay_sync?redirect=/downloads/liferay-sync&_58_osbReferrer=liferaySync,7,916,919,948,949,949,884,949,100.000%,.00024,0.06,0.00
Http Request /fr/solutions/industries/government,7,1817,1952,2083,2121,2121,1512,2121,0.000%,.00024,0.07,0.00
Http Request /fr/subscription-services/end-of-life/liferay-portal,7,1033,1018,1111,1147,1147,934,1147,0.000%,.00024,0.05,0.00
Http Request /fr/supporting-products/liferay-screens,7,1631,1652,1669,1726,1726,1516,1726,0.000%,.00024,0.06,0.00
Http Request /fr/web/gregory.grun/support,7,931,925,975,995,995,884,995,100.000%,.00024,0.05,0.00
Http Request /fr/web/sheimann/support,7,940,921,955,1028,1028,914,1028,100.000%,.00024,0.06,0.00
Http Request /group/control_panel?controlPanelCategory=current_site.content&doAsGroupId=10182&refererPlid=231993950&p_p_id=15,7,343,343,346,346,346,339,346,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?_8_WAR_osbportlet_formDate=1548936034640&p_p_id=8_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=10557116&refererPlid=51782645&_8_WAR_osbportlet_mvcPath=/marketplace_admin/user_asset_receipts.jsp&_8_WAR_osbportlet_tabs1=orders&_8_WAR_osbportlet_redirect=/group/control_panel/manage?p_p_id=8_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=10557116&refererPlid=51782645&tabs1=customers&_8_WAR_osbportlet_emailAddress=ar@wh-i.at,7,351,343,345,396,396,343,396,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?_8_WAR_osbportlet_formDate=1549024841409&p_p_id=8_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=73669005&_8_WAR_osbportlet_mvcPath=/marketplace_admin/user_asset_receipts.jsp&_8_WAR_osbportlet_tabs1=orders&_8_WAR_osbportlet_redirect=/group/control_panel/manage?p_p_id=8_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=73669005&tabs1=customers&_8_WAR_osbportlet_emailAddress=ralf.janiak@prodyna.com,7,349,341,355,389,389,339,389,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_auth=vLP3n3bm&p_p_id=8_WAR_osbportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&doAsGroupId=14&_8_WAR_osbportlet_mvcPath=/marketplace_admin/view.jsp&_8_WAR_osbportlet_tabs1=apps&_8_WAR_osbportlet_tabs2=requests,7,341,341,345,345,345,338,345,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_p_id=1_WAR_osbpartnershipportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=32861369&_1_WAR_osbpartnershipportlet_mvcPath=/edit_partnership_entry.jsp&_1_WAR_osbpartnershipportlet_partnershipEntryId=123558565,7,350,339,362,400,400,335,400,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_p_id=1_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=14&_1_WAR_osbportlet_mvcPath=/admin/view.jsp&_1_WAR_osbportlet_tabs1=&_1_WAR_osbportlet_cur=1&_1_WAR_osbportlet_delta=20&_1_WAR_osbportlet_keywords=&_1_WAR_osbportlet_advancedSearch=true&_1_WAR_osbportlet_andOperator=true&_1_WAR_osbportlet_city=&_1_WAR_osbportlet_code=STICHHEEREN&_1_WAR_osbportlet_countryId=0&_1_WAR_osbportlet_createDateGTDay=0&_1_WAR_osbportlet_createDateGTMonth=0&_1_WAR_osbportlet_createDateGTYear=0&_1_WAR_osbportlet_createDateLTDay=0&_1_WAR_osbportlet_createDateLTMonth=0&_1_WAR_osbportlet_createDateLTYear=0&_1_WAR_osbportlet_createUserId=0&_1_WAR_osbportlet_expiredSupport=null&_1_WAR_osbportlet_instructions=&_1_WAR_osbportlet_modifiedDateGTDay=0&_1_WAR_osbportlet_modifiedDateGTMonth=0&_1_WAR_osbportlet_modifiedDateGTYear=0&_1_WAR_osbportlet_modifiedDateLTDay=0&_1_WAR_osbportlet_modifiedDateLTMonth=0&_1_WAR_osbportlet_modifiedDateLTYear=0&_1_WAR_osbportlet_modifiedUserId=0&_1_WAR_osbportlet_name=&_1_WAR_osbportlet_notes=&_1_WAR_osbportlet_partnerEntryCode=&_1_WAR_osbportlet_partnerManagedSupport=null&_1_WAR_osbportlet_regionId=0&_1_WAR_osbportlet_street=&_1_WAR_osbportlet_support=0&_1_WAR_osbportlet_ticketSupport=null&_1_WAR_osbportlet_zip=,7,369,372,373,375,375,363,375,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_p_id=1_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=73669005&_1_WAR_osbportlet_mvcPath=/admin/edit_account_entry.jsp&_1_WAR_osbportlet_redirect=https://web.liferay.com/group/control_panel/manage?p_p_id=1_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&doAsGroupId=73669005&_1_WAR_osbportlet_mvcPath=/admin/view.jsp&_1_WAR_osbportlet_tabs1=projects&_1_WAR_osbportlet_cur=1&_1_WAR_osbportlet_delta=20&_1_WAR_osbportlet_keywords=&_1_WAR_osbportlet_advancedSearch=true&_1_WAR_osbportlet_andOperator=true&_1_WAR_osbportlet_city=&_1_WAR_osbportlet_code=ESTEIERMARKP&_1_WAR_osbportlet_countryId=0&_1_WAR_osbportlet_createDateGTDay=-1&_1_WAR_osbportlet_createDateGTMonth=0&_1_WAR_osbportlet_createDateGTYear=-1&_1_WAR_osbportlet_createDateLTDay=0&_1_WAR_osbportlet_createDateLTMonth=0&_1_WAR_osbportlet_createDateLTYear=0&_1_WAR_osbportlet_createUserId=0&_1_WAR_osbportlet_expiredSupport=null&_1_WAR_osbportlet_instructions=&_1_WAR_osbportlet_modifiedDateGTDay=-1&_1_WAR_osbportlet_modifiedDateGTMonth=0&_1_WAR_osbportlet_modifiedDateGTYear=-1&_1_WAR_osbportlet_modifiedDateLTDay=-1&_1_WAR_osbportlet_modifiedDateLTMonth=0&_1_WAR_osbportlet_modifiedDateLTYear=-1&_1_WAR_osbportlet_modifiedUserId=0&_1_WAR_osbportlet_name=&_1_WAR_osbportlet_notes=&_1_WAR_osbportlet_partnerEntryCode=&_1_WAR_osbportlet_partnerManagedSupport=null&_1_WAR_osbportlet_regionId=0&_1_WAR_osbportlet_street=&_1_WAR_osbportlet_support=0&_1_WAR_osbportlet_ticketSupport=null&_1_WAR_osbportlet_zip=&_1_WAR_osbportlet_accountEntryId=66667981,7,385,389,392,395,395,375,395,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_p_id=31_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_31_WAR_osbportlet_mvcPath=/corp_project_admin/edit_corp_project.jsp&_31_WAR_osbportlet_backURL=/group/control_panel/manage?p_p_id=31_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_31_WAR_osbportlet_mvcPath=/corp_project_admin/view_corp_project.jsp&_31_WAR_osbportlet_corpProjectId=78661410&_31_WAR_osbportlet_corpProjectId=78661410,7,340,341,343,343,343,335,343,0.000%,.00024,0.00,0.00
Http Request /group/control_panel/manage?p_p_id=31_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_31_WAR_osbportlet_mvcPath=/corp_project_admin/view_corp_project.jsp&_31_WAR_osbportlet_corpProjectId=91186450,7,337,335,340,345,345,333,345,0.000%,.00024,0.00,0.00
Http Request /group/customer/products/developer-studio/2.2,7,912,888,956,962,962,885,962,100.000%,.00024,0.06,0.00
Http Request /group/customer/products/portal/support/end-of-life,7,908,898,924,943,943,886,943,100.000%,.00024,0.06,0.00
Http Request /group/training/dxp/fundamentals,7,934,908,1019,1020,1020,881,1020,100.000%,.00024,0.06,0.00
Http Request /group/training/dxp/sys-admin,7,924,923,932,961,961,901,961,100.000%,.00024,0.06,0.00
Http Request /headless-liferay,7,945,924,934,1124,1124,889,1124,100.000%,.00024,0.06,0.00
Http Request /home?p_p_id=1_WAR_googlesearchapplianceportlet_INSTANCE_0000&p_p_lifecycle=0&p_p_state=maximized&_1_WAR_googlesearchapplianceportlet_INSTANCE_0000_keywords=downloads,7,949,929,1001,1021,1021,915,1021,0.000%,.00024,0.05,0.00
Http Request /https://web.liferay.com/documents/14/8440803/GS+Kick+Start+Sales+Kit+Upgrade+Analysis.pdf,7,918,897,925,1021,1021,880,1021,100.000%,.00024,0.06,0.00
Http Request /innovacion-y-transformacion-digital-con-liferay-b,7,1061,899,928,2004,2004,890,2004,100.000%,.00024,0.06,0.00
Http Request /it/careers?p=jobs,7,986,986,1019,1037,1037,952,1037,0.000%,.00024,0.05,0.00
Http Request /it/community/wiki/-/wiki/Main/Access+Objects+from+Velocity,7,940,909,982,1089,1089,890,1089,100.000%,.00024,0.06,0.00
Http Request /it/community/wiki/-/wiki/Main/Generate+PDF+File+in+Portlet,7,917,899,915,1024,1024,890,1024,100.000%,.00024,0.06,0.00
Http Request /it/home#products,7,1654,1517,1906,1921,1921,1441,1921,0.000%,.00024,0.11,0.00
Http Request /it/marketplace?_7_WAR_osbportlet_formDate=1549116392323&p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=document&_7_WAR_osbportlet_assetCategoryId=&_7_WAR_osbportlet_buildNumber=6205&_7_WAR_osbportlet_licenseType=free,7,1558,1564,1631,1730,1730,1411,1730,0.000%,.00024,0.03,0.00
Http Request /it/marketplace?p_auth=5yq5NiDN&p_p_id=7_WAR_osbportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_javax.portlet.action=purchaseAppEntryProject,7,1500,1508,1571,1670,1670,1394,1670,0.000%,.00024,0.03,0.00
Http Request /it/marketplace/-/mp/application/103014490,7,522,514,545,556,556,505,556,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/109571986,7,529,513,561,580,580,508,580,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/17177446,7,522,513,516,584,584,510,584,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/17576011,7,524,510,550,572,572,505,572,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/30279175,7,521,510,515,595,595,506,595,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/31071510,7,524,513,517,602,602,509,602,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/50377409,7,528,516,520,610,610,509,610,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/78695724/purchase,7,527,513,526,612,612,505,612,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/-/mp/application/78803431,7,529,512,513,639,639,507,639,100.000%,.00024,0.00,0.00
Http Request /it/marketplace/become-a-developer?p_auth=q6Ol64iC&p_p_id=15_WAR_osbportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_15_WAR_osbportlet_mvcPath=/marketplace_registration/add_user_developer_entry.jsp&_15_WAR_osbportlet_javax.portlet.action=addUserDeveloperEntry,7,941,920,1045,1048,1048,865,1048,100.000%,.00024,0.05,0.00
Http Request /it/products/dxp/digital-asset-management,7,1371,1367,1424,1434,1434,1310,1434,0.000%,.00024,0.06,0.00
Http Request /it/products/dxp/enterprise-search,7,1451,1556,1597,1621,1621,1258,1621,0.000%,.00024,0.08,0.00
Http Request /it/request-a-quote,7,1328,1393,1442,1546,1546,1152,1546,0.000%,.00024,0.06,0.00
Http Request /it/resource?folderId=3292406&title=Benefits+of+Liferay+Enterprise+Search,7,1146,1128,1210,1256,1256,1061,1256,0.000%,.00024,0.06,0.00
Http Request /it/resource?title=bper,7,1126,1123,1134,1137,1137,1111,1137,0.000%,.00024,0.06,0.00
Http Request /it/sign-in?p_auth=4qwCtez8&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,906,899,902,974,974,879,974,100.000%,.00024,0.05,0.00
Http Request /it/sign-in?p_auth=Eisb05pj&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,915,922,935,943,943,878,943,100.000%,.00024,0.05,0.00
Http Request /it/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0,7,908,897,919,966,966,883,966,100.000%,.00024,0.06,0.00
Http Request /it/solutions/customer-portals,7,1719,1713,1747,1810,1810,1645,1810,0.000%,.00024,0.07,0.00
Http Request /it/solutions/partner-portals,7,1636,1713,1797,1800,1800,1328,1800,0.000%,.00024,0.08,0.00
Http Request /it/web/candini/profile,7,939,944,965,966,966,906,966,100.000%,.00024,0.06,0.00
Http Request /it/web/ipad.tallarico/apps,7,975,955,1024,1069,1069,902,1069,100.000%,.00024,0.06,0.00
Http Request /ja/downloads/ce-license,7,1205,1138,1400,1401,1401,1073,1401,0.000%,.00024,0.06,0.00
Http Request /ja/press-releases,7,1908,1917,1946,1948,1948,1812,1948,0.000%,.00024,0.06,0.00
Http Request /ja/products/dxp/collaboration-and-social,7,1326,1350,1427,1454,1454,1193,1454,0.000%,.00024,0.06,0.00
Http Request /ja/request-a-demo,7,1333,1333,1367,1487,1487,1210,1487,0.000%,.00024,0.06,0.00
Http Request /ja/resources/l/content-management-system,7,1088,1098,1109,1115,1115,1054,1115,0.000%,.00024,0.06,0.00
Http Request /ja/resources/l/web-portal,7,1351,1344,1402,1425,1425,1285,1425,0.000%,.00024,0.06,0.00
Http Request /ja/sign-in?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/create_account,7,901,897,903,931,931,891,931,100.000%,.00024,0.06,0.00
Http Request /ja/supporting-products/liferay-sync,7,1359,1440,1509,1525,1525,1163,1525,0.000%,.00024,0.06,0.00
Http Request /ja/web/kie.fukushima/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&_2_WAR_osbportlet_mvcPath=/support/view.jsp,7,958,921,964,1154,1154,900,1154,100.000%,.00024,0.06,0.00
Http Request /liferay-dxp-innovacion-experiencia-digital-everis-liferay-roadshow-barcelona-2018,7,923,908,953,972,972,889,972,100.000%,.00024,0.06,0.00
Http Request /lp-thank-you,7,1157,1154,1194,1202,1202,1108,1202,0.000%,.00024,0.05,0.00
Http Request /marketplace?_7_WAR_osbportlet_formDate=1548713719564&p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=calendar&_7_WAR_osbportlet_assetCategoryId=&_7_WAR_osbportlet_buildNumber=&_7_WAR_osbportlet_licenseType=,7,1510,1516,1560,1601,1601,1424,1601,0.000%,.00024,0.03,0.00
Http Request /marketplace?_7_WAR_osbportlet_formDate=1548780783341&p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=&_7_WAR_osbportlet_assetCategoryId=11232563&_7_WAR_osbportlet_buildNumber=6205&_7_WAR_osbportlet_licenseType=,7,1497,1512,1556,1562,1562,1429,1562,0.000%,.00024,0.03,0.00
Http Request /marketplace?_7_WAR_osbportlet_formDate=1548797481309&p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=workflow&_7_WAR_osbportlet_assetCategoryId=&_7_WAR_osbportlet_buildNumber=&_7_WAR_osbportlet_licenseType=,7,1540,1534,1601,1616,1616,1491,1616,0.000%,.00024,0.03,0.00
Http Request /marketplace?_7_WAR_osbportlet_formDate=1548964138809&p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=SCrum&_7_WAR_osbportlet_assetCategoryId=11232560&_7_WAR_osbportlet_buildNumber=&_7_WAR_osbportlet_licenseType=,7,1503,1484,1566,1579,1579,1432,1579,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_auth=crjFy9MQ&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,1562,1576,1610,1641,1641,1444,1641,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_auth=rQwZfc6j&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,1503,1470,1555,1629,1629,1446,1629,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_auth=uYv5R95t&p_p_id=58&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_doActionAfterLogin=false,7,1503,1506,1569,1595,1595,1422,1595,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&_58_login=charlesmorrison827@gmail.com,7,1467,1458,1487,1578,1578,1398,1578,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_col_id=column-1&p_p_col_pos=1&p_p_col_count=2&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=tags:ecommerce,7,1494,1498,1573,1581,1581,1397,1581,0.000%,.00024,0.03,0.00
"Http Request ""/marketplace?p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=tags:""""asset+publisher""""""",7,0,0,0,0,0,0,0,100.000%,.00024,0.00,0.00
Http Request /marketplace?p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_col_id=column-1&p_p_col_pos=2&p_p_col_count=3&_7_WAR_osbportlet_mvcPath=/marketplace/search.jsp&_7_WAR_osbportlet_keywords=tags:birthday,7,1496,1527,1562,1569,1569,1338,1569,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_p_id=7_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_7_WAR_osbportlet_mvcPath=/marketplace/view.jsp,7,1519,1536,1603,1696,1696,1311,1696,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=https://web.liferay.com/marketplace/-/mp/application/74034615/purchase,7,1522,1548,1628,1687,1687,1372,1687,0.000%,.00024,0.03,0.00
Http Request /marketplace?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=https://web.liferay.com/marketplace/-/mp/application/89565377/purchase,7,1521,1559,1598,1665,1665,1367,1665,0.000%,.00024,0.03,0.00
Http Request /marketplace/-/mp/application/102949261,7,527,516,521,611,611,508,611,100.000%,.00024,0.00,0.00
